total_spend,num_ads,avg_spend_per_ad,ad_count,spender_size,Advertiser,CLASS,Code,2020 assignment / context,Advertiser_Name
7500.0,10,750.0,10,Small (<$10k),SAMRA BROUK FOR STATE SENATE,Unmarked,OTHER_UNKNOWN,,SAMRA BROUK FOR STATE SENATE
7500.0,6,1250.0,6,Small (<$10k),DESERET NEWS PUBLISHING CO,Unmarked,OTHER_UNKNOWN,,DESERET NEWS PUBLISHING CO
7400.0,28,264.0,28,Small (<$10k),REBECCA PARSON 2020,Unmarked,OTHER_UNKNOWN,,REBECCA PARSON 2020
7400.0,30,247.0,30,Small (<$10k),DRAKE BUCKMAN CAMPAIGN,Unmarked,OTHER_UNKNOWN,,DRAKE BUCKMAN CAMPAIGN
7400.0,6,1233.0,6,Small (<$10k),CONSENSUS COMMUNICATIONS INC.,Unmarked,OTHER_UNKNOWN,,CONSENSUS COMMUNICATIONS INC.
7400.0,24,308.0,24,Small (<$10k),TACTICAL CAMPAIGNS,Unmarked,OTHER_UNKNOWN,,TACTICAL CAMPAIGNS
7400.0,10,740.0,10,Small (<$10k),KENDALL FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,KENDALL FOR CONGRESS
7300.0,8,912.0,8,Small (<$10k),American Patriots PAC,Unmarked,OTHER_UNKNOWN,,American Patriots PAC
7300.0,2,3650.0,2,Small (<$10k),AMERICA NEXT INC,Unmarked,OTHER_UNKNOWN,,AMERICA NEXT INC
7300.0,4,1825.0,4,Small (<$10k),Environmental Law and Policy Center Action Fund,Unmarked,OTHER_UNKNOWN,,Environmental Law and Policy Center Action Fund
7300.0,20,365.0,20,Small (<$10k),MICHAEL WALTZ FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,MICHAEL WALTZ FOR CONGRESS
7300.0,21,348.0,21,Small (<$10k),POLITICAL CONSULTING,Unmarked,OTHER_UNKNOWN,,POLITICAL CONSULTING
7300.0,5,1460.0,5,Small (<$10k),FRIENDS OF PHIL ROBINSON,Unmarked,OTHER_UNKNOWN,,FRIENDS OF PHIL ROBINSON
7300.0,21,348.0,21,Small (<$10k),DAVID LEAVITT,Unmarked,OTHER_UNKNOWN,,DAVID LEAVITT
7300.0,12,608.0,12,Small (<$10k),STEVE CWODZINSKI FOR STATE SENATE,Unmarked,OTHER_UNKNOWN,,STEVE CWODZINSKI FOR STATE SENATE
7300.0,5,1460.0,5,Small (<$10k),CONNIE CHAN FOR SUPERVISOR 2020,Unmarked,OTHER_UNKNOWN,,CONNIE CHAN FOR SUPERVISOR 2020
7200.0,8,900.0,8,Small (<$10k),MOMENTUM STRATEGY GROUP,Unmarked,OTHER_UNKNOWN,,MOMENTUM STRATEGY GROUP
7200.0,72,100.0,72,Small (<$10k),REP. DONALD NORCROSS - U.S. HOUSE OF REPRESENTATIVES,Unmarked,OTHER_UNKNOWN,,REP. DONALD NORCROSS - U.S. HOUSE OF REPRESENTATIVES
7200.0,7,1029.0,7,Small (<$10k),MICHAEL MORAN CAMPAIGN,Unmarked,OTHER_UNKNOWN,,MICHAEL MORAN CAMPAIGN
7200.0,2,3600.0,2,Small (<$10k),FAITH IN MINNESOTA,Unmarked,OTHER_UNKNOWN,,FAITH IN MINNESOTA
7200.0,6,1200.0,6,Small (<$10k),MONTANA CONSERVATION VOTERS ACTION FUND,Unmarked,OTHER_UNKNOWN,,MONTANA CONSERVATION VOTERS ACTION FUND
7200.0,63,114.0,63,Small (<$10k),CALIFORNIA ALLIANCE FOR JOBS,Unmarked,OTHER_UNKNOWN,,CALIFORNIA ALLIANCE FOR JOBS
7100.0,15,473.0,15,Small (<$10k),FRIENDS OF TIM ONEAL,Unmarked,OTHER_UNKNOWN,,FRIENDS OF TIM ONEAL
7100.0,9,789.0,9,Small (<$10k),MOE BROWN FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,MOE BROWN FOR CONGRESS
7100.0,13,546.0,13,Small (<$10k),"LEARFIELD NEWS & AG, LLC",Unmarked,OTHER_UNKNOWN,,"LEARFIELD NEWS & AG, LLC"
7100.0,5,1420.0,5,Small (<$10k),METRO SW COMMUNITY FIRST PAC,Unmarked,OTHER_UNKNOWN,,METRO SW COMMUNITY FIRST PAC
7100.0,8,888.0,8,Small (<$10k),FRIENDS OF ROB MERCURI,Unmarked,OTHER_UNKNOWN,,FRIENDS OF ROB MERCURI
7100.0,51,139.0,51,Small (<$10k),DAN MAYMIN COMMITTEE TO ELECT FOR CT 147TH DISTRICT STATE REP,Unmarked,OTHER_UNKNOWN,,DAN MAYMIN COMMITTEE TO ELECT FOR CT 147TH DISTRICT STATE REP
7000.0,3,2333.0,3,Small (<$10k),BILIRAKIS FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,BILIRAKIS FOR CONGRESS
7000.0,2,3500.0,2,Small (<$10k),"NEW YORK LEAGUE OF CONSERVATION VOTERS, INC.",Unmarked,OTHER_UNKNOWN,,"NEW YORK LEAGUE OF CONSERVATION VOTERS, INC."
7000.0,1,7000.0,1,Small (<$10k),"FRIENDS OF TODD STEPHENS, INC",Unmarked,OTHER_UNKNOWN,,"FRIENDS OF TODD STEPHENS, INC"
7000.0,5,1400.0,5,Small (<$10k),Page PAC,Unmarked,OTHER_UNKNOWN,,Page PAC
7000.0,1,7000.0,1,Small (<$10k),2020 VISION FOR ADAMS COUNTY,Unmarked,OTHER_UNKNOWN,,2020 VISION FOR ADAMS COUNTY
7000.0,3,2333.0,3,Small (<$10k),DIGITAL ALCHEMY LIMITED LIABILITY COMPANY,Unmarked,OTHER_UNKNOWN,,DIGITAL ALCHEMY LIMITED LIABILITY COMPANY
7000.0,2,3500.0,2,Small (<$10k),JOHN SCHIFINO FOR CIRCUIT COURT JUDGE,Unmarked,OTHER_UNKNOWN,,JOHN SCHIFINO FOR CIRCUIT COURT JUDGE
7000.0,10,700.0,10,Small (<$10k),CHUCK EDWARDS FOR NC SENATE COMMITTEE,Unmarked,OTHER_UNKNOWN,,CHUCK EDWARDS FOR NC SENATE COMMITTEE
7000.0,1,7000.0,1,Small (<$10k),SARAH FOR NC,Unmarked,OTHER_UNKNOWN,,SARAH FOR NC
7000.0,1,7000.0,1,Small (<$10k),ROBERT J MCWHIRTER FOR MARICOPA COUNTY ATTORNEY,Unmarked,OTHER_UNKNOWN,,ROBERT J MCWHIRTER FOR MARICOPA COUNTY ATTORNEY
7000.0,44,159.0,44,Small (<$10k),DAVID ORTIZ FOR COLORADO,Unmarked,OTHER_UNKNOWN,,DAVID ORTIZ FOR COLORADO
7000.0,1,7000.0,1,Small (<$10k),AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA (NONPROFIT 501 (C) (4)),Unmarked,OTHER_UNKNOWN,,AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA (NONPROFIT 501 (C) (4))
7000.0,2,3500.0,2,Small (<$10k),NEW MEXICO SENATE DEMOCRATS,Unmarked,OTHER_UNKNOWN,,NEW MEXICO SENATE DEMOCRATS
7000.0,2,3500.0,2,Small (<$10k),Tony Gonzales for Congress,Unmarked,OTHER_UNKNOWN,,Tony Gonzales for Congress
7000.0,1,7000.0,1,Small (<$10k),"SHERIFF OVERSIGHT NOW, YES ON D",Unmarked,OTHER_UNKNOWN,,"SHERIFF OVERSIGHT NOW, YES ON D"
7000.0,6,1167.0,6,Small (<$10k),PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,Unmarked,OTHER_UNKNOWN,,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND
7000.0,1,7000.0,1,Small (<$10k),CAMPAIGN FUND OF JON OLSON FOR MN SENATE,Unmarked,OTHER_UNKNOWN,,CAMPAIGN FUND OF JON OLSON FOR MN SENATE
7000.0,22,318.0,22,Small (<$10k),STANLEY JOHNSON,Unmarked,OTHER_UNKNOWN,,STANLEY JOHNSON
7000.0,1,7000.0,1,Small (<$10k),PA Dept. of State,Unmarked,OTHER_UNKNOWN,,PA Dept. of State
6900.0,16,431.0,16,Small (<$10k),CONCERNED CITIZEN,Unmarked,OTHER_UNKNOWN,,CONCERNED CITIZEN
6900.0,21,329.0,21,Small (<$10k),ACOMB (PATTY) FOR HOUSE COMMITTEE,Unmarked,OTHER_UNKNOWN,,ACOMB (PATTY) FOR HOUSE COMMITTEE
6900.0,4,1725.0,4,Small (<$10k),ANTHONY GONZALEZ FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,ANTHONY GONZALEZ FOR CONGRESS
6900.0,10,690.0,10,Small (<$10k),JASON FIELDS FOR MILWAUKEE,Unmarked,OTHER_UNKNOWN,,JASON FIELDS FOR MILWAUKEE
6900.0,8,862.0,8,Small (<$10k),CORY BRIGGS FOR CITY ATTORNEY 2020,Unmarked,OTHER_UNKNOWN,,CORY BRIGGS FOR CITY ATTORNEY 2020
6900.0,14,493.0,14,Small (<$10k),Greene for Congress,Unmarked,OTHER_UNKNOWN,,Greene for Congress
6900.0,13,531.0,13,Small (<$10k),NITHYA RAMAN FOR CITY COUNCIL 2020 GENERAL,Unmarked,OTHER_UNKNOWN,,NITHYA RAMAN FOR CITY COUNCIL 2020 GENERAL
6800.0,13,523.0,13,Small (<$10k),JOHN CARTER FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,JOHN CARTER FOR CONGRESS
6800.0,34,200.0,34,Small (<$10k),JOSIAH HILL FOR SENATE,Unmarked,OTHER_UNKNOWN,,JOSIAH HILL FOR SENATE
6800.0,6,1133.0,6,Small (<$10k),WAY TO LEAD PAC,Unmarked,OTHER_UNKNOWN,,WAY TO LEAD PAC
6800.0,3,2267.0,3,Small (<$10k),"FRIENDS OF MATT GURTLER, INC.",Unmarked,OTHER_UNKNOWN,,"FRIENDS OF MATT GURTLER, INC."
6800.0,6,1133.0,6,Small (<$10k),UNTERMAN FOR CONGRESS INC.,Unmarked,OTHER_UNKNOWN,,UNTERMAN FOR CONGRESS INC.
6800.0,6,1133.0,6,Small (<$10k),AN AMERICA UNITED,Unmarked,OTHER_UNKNOWN,,AN AMERICA UNITED
6800.0,27,252.0,27,Small (<$10k),GEORGIA LIFE ALLIANCE COMMITTEE INC,Unmarked,OTHER_UNKNOWN,,GEORGIA LIFE ALLIANCE COMMITTEE INC
6800.0,4,1700.0,4,Small (<$10k),ELECT KDP,Unmarked,OTHER_UNKNOWN,,ELECT KDP
6700.0,12,558.0,12,Small (<$10k),GINNY BURDICK,Unmarked,OTHER_UNKNOWN,,GINNY BURDICK
6700.0,7,957.0,7,Small (<$10k),COMMITTEE TO ELECT JOY GARRATT,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT JOY GARRATT
6700.0,15,447.0,15,Small (<$10k),BOB HAMILTON FOR KANSAS,Unmarked,OTHER_UNKNOWN,,BOB HAMILTON FOR KANSAS
6700.0,28,239.0,28,Small (<$10k),LONE STAR VOTES,Unmarked,OTHER_UNKNOWN,,LONE STAR VOTES
6700.0,27,248.0,27,Small (<$10k),IRV SLOSBERG FOR FLORIDA SENATE CAMPAIGN,Unmarked,OTHER_UNKNOWN,,IRV SLOSBERG FOR FLORIDA SENATE CAMPAIGN
6700.0,66,102.0,66,Small (<$10k),FRIENDS OF BARB ANNESS ℅ CARE OF TREASURER,Unmarked,OTHER_UNKNOWN,,FRIENDS OF BARB ANNESS ℅ CARE OF TREASURER
6700.0,67,100.0,67,Small (<$10k),FRIENDS OF ZACH STEPP,Unmarked,OTHER_UNKNOWN,,FRIENDS OF ZACH STEPP
6700.0,5,1340.0,5,Small (<$10k),TEXANS FOR RONNY JACKSON,Unmarked,OTHER_UNKNOWN,,TEXANS FOR RONNY JACKSON
6700.0,4,1675.0,4,Small (<$10k),JASON SMITH FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,JASON SMITH FOR CONGRESS
6700.0,12,558.0,12,Small (<$10k),TEXANS FOR JIM GRIFFIN,Unmarked,OTHER_UNKNOWN,,TEXANS FOR JIM GRIFFIN
6700.0,10,670.0,10,Small (<$10k),REP. ABBY FINKENAUER - U.S. HOUSE OF REPRESENTATIVES,Unmarked,OTHER_UNKNOWN,,REP. ABBY FINKENAUER - U.S. HOUSE OF REPRESENTATIVES
6700.0,50,134.0,50,Small (<$10k),JIM FRAZIER FOR ASSEMBLY 2020,Unmarked,OTHER_UNKNOWN,,JIM FRAZIER FOR ASSEMBLY 2020
6600.0,4,1650.0,4,Small (<$10k),ELECT LUISA,Unmarked,OTHER_UNKNOWN,,ELECT LUISA
6600.0,44,150.0,44,Small (<$10k),JON FRANCIS CAMPAIGN,Unmarked,OTHER_UNKNOWN,,JON FRANCIS CAMPAIGN
6600.0,32,206.0,32,Small (<$10k),KELLY COOPER FOR STATE HOUSE,Unmarked,OTHER_UNKNOWN,,KELLY COOPER FOR STATE HOUSE
6600.0,35,189.0,35,Small (<$10k),COMMITTEE TO ELECT JOHN HOFFMAN,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT JOHN HOFFMAN
6600.0,52,127.0,52,Small (<$10k),JUSTICE NOT POLITICS,Unmarked,OTHER_UNKNOWN,,JUSTICE NOT POLITICS
6600.0,8,825.0,8,Small (<$10k),EDWARD E BERGER FOR STATE SENATE DISTRICT 34,Unmarked,OTHER_UNKNOWN,,EDWARD E BERGER FOR STATE SENATE DISTRICT 34
6500.0,2,3250.0,2,Small (<$10k),MIMI ROCAH FOR DISTRICT ATTORNEY,Unmarked,OTHER_UNKNOWN,,MIMI ROCAH FOR DISTRICT ATTORNEY
6500.0,2,3250.0,2,Small (<$10k),MISSOURIANS FOR HEALTHCARE,Unmarked,OTHER_UNKNOWN,,MISSOURIANS FOR HEALTHCARE
6500.0,13,500.0,13,Small (<$10k),TRUE SEO MARKETING INC,Unmarked,OTHER_UNKNOWN,,TRUE SEO MARKETING INC
6500.0,2,3250.0,2,Small (<$10k),UNION OF CONCERNED SCIENTISTS. INC,Unmarked,OTHER_UNKNOWN,,UNION OF CONCERNED SCIENTISTS. INC
6500.0,60,108.0,60,Small (<$10k),泉州市泉港雨辰科技有限公司,Unmarked,OTHER_UNKNOWN,,泉州市泉港雨辰科技有限公司
6500.0,59,110.0,59,Small (<$10k),BRIAN EVANS FOR US CONGRESS,Unmarked,OTHER_UNKNOWN,,BRIAN EVANS FOR US CONGRESS
6500.0,11,591.0,11,Small (<$10k),FLORIDA COUNTRY,Unmarked,OTHER_UNKNOWN,,FLORIDA COUNTRY
6500.0,2,3250.0,2,Small (<$10k),DIGICO LLC,Unmarked,OTHER_UNKNOWN,,DIGICO LLC
6500.0,16,406.0,16,Small (<$10k),BARRY 2020,Unmarked,OTHER_UNKNOWN,,BARRY 2020
6500.0,2,3250.0,2,Small (<$10k),DAVID RYU FOR CITY COUNCIL 2020 GENERAL,Unmarked,OTHER_UNKNOWN,,DAVID RYU FOR CITY COUNCIL 2020 GENERAL
6500.0,2,3250.0,2,Small (<$10k),FRIENDS FOR AL TAYLOR,Unmarked,OTHER_UNKNOWN,,FRIENDS FOR AL TAYLOR
6500.0,3,2167.0,3,Small (<$10k),COMMITTEE TO ELECT JEFFRION AUBRY,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT JEFFRION AUBRY
6500.0,4,1625.0,4,Small (<$10k),COMMITTEE TO ELECT CLEAVE SIMPSON,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT CLEAVE SIMPSON
6400.0,13,492.0,13,Small (<$10k),REPUBLICAN PARTY OF WISCONSIN,Unmarked,OTHER_UNKNOWN,,REPUBLICAN PARTY OF WISCONSIN
6400.0,41,156.0,41,Small (<$10k),RYAN DERKS,Unmarked,OTHER_UNKNOWN,,RYAN DERKS
6400.0,6,1067.0,6,Small (<$10k),LEE 2020 - A PROGRESSIVE DEMOCRAT FOR CITY COUNCIL; STEVEN,Unmarked,OTHER_UNKNOWN,,LEE 2020 - A PROGRESSIVE DEMOCRAT FOR CITY COUNCIL; STEVEN
6400.0,2,3200.0,2,Small (<$10k),MICHAEL DENDEKKER FOR ASSEMBLY,Unmarked,OTHER_UNKNOWN,,MICHAEL DENDEKKER FOR ASSEMBLY
6400.0,56,114.0,56,Small (<$10k),BRAD JAYNE,Unmarked,OTHER_UNKNOWN,,BRAD JAYNE
6300.0,15,420.0,15,Small (<$10k),JOINEDAPP,Unmarked,OTHER_UNKNOWN,,JOINEDAPP
6300.0,2,3150.0,2,Small (<$10k),FRIENDS OF MARK HASS,Unmarked,OTHER_UNKNOWN,,FRIENDS OF MARK HASS
6300.0,15,420.0,15,Small (<$10k),CAMERON KOFFMAN FOR ASSEMBLY,Unmarked,OTHER_UNKNOWN,,CAMERON KOFFMAN FOR ASSEMBLY
6300.0,12,525.0,12,Small (<$10k),J M MOLINA INVESTMENT COMPANY,Unmarked,OTHER_UNKNOWN,,J M MOLINA INVESTMENT COMPANY
6300.0,27,233.0,27,Small (<$10k),RACHEL FOR KENTUCKY,Unmarked,OTHER_UNKNOWN,,RACHEL FOR KENTUCKY
6300.0,8,788.0,8,Small (<$10k),KEVIN MCCARTHY FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,KEVIN MCCARTHY FOR CONGRESS
6300.0,2,3150.0,2,Small (<$10k),UA UNION PLUMBERS & PIPEFITTERS VOTE! PAC (UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING & PIPEFITTING INDUSTRY OF THE UNITED STATES AND CANADA),Unmarked,OTHER_UNKNOWN,,UA UNION PLUMBERS & PIPEFITTERS VOTE! PAC (UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING & PIPEFITTING INDUSTRY OF THE UNITED STATES AND CANADA)
6200.0,10,620.0,10,Small (<$10k),"AMERICAN FEDERATION FOR CHILDREN, INC.",Unmarked,OTHER_UNKNOWN,,"AMERICAN FEDERATION FOR CHILDREN, INC."
6200.0,18,344.0,18,Small (<$10k),ANGELA A. BREWER,Unmarked,OTHER_UNKNOWN,,ANGELA A. BREWER
6200.0,7,886.0,7,Small (<$10k),BRUNO PORTIGLIATTI CAMPAIGN,Unmarked,OTHER_UNKNOWN,,BRUNO PORTIGLIATTI CAMPAIGN
6200.0,26,238.0,26,Small (<$10k),MARK CONGRESS 2020,Unmarked,OTHER_UNKNOWN,,MARK CONGRESS 2020
6200.0,2,3100.0,2,Small (<$10k),Friends of Harry Bronson,Unmarked,OTHER_UNKNOWN,,Friends of Harry Bronson
6100.0,4,1525.0,4,Small (<$10k),REP. COLIN ALLRED - U.S. HOUSE OF REPRESENTATIVES,Unmarked,OTHER_UNKNOWN,,REP. COLIN ALLRED - U.S. HOUSE OF REPRESENTATIVES
6100.0,11,555.0,11,Small (<$10k),GOLD SKY VENTURES LLC,Unmarked,OTHER_UNKNOWN,,GOLD SKY VENTURES LLC
6100.0,46,133.0,46,Small (<$10k),TEAM ELLENSON,Unmarked,OTHER_UNKNOWN,,TEAM ELLENSON
6100.0,15,407.0,15,Small (<$10k),COLORADANS FOR COLORADO VALUES,Unmarked,OTHER_UNKNOWN,,COLORADANS FOR COLORADO VALUES
6100.0,10,610.0,10,Small (<$10k),DICKINSON FOR CONGRESS COMMITTEE,Unmarked,OTHER_UNKNOWN,,DICKINSON FOR CONGRESS COMMITTEE
6100.0,37,165.0,37,Small (<$10k),ENGAGED AMERICAN PAC,Unmarked,OTHER_UNKNOWN,,ENGAGED AMERICAN PAC
6100.0,10,610.0,10,Small (<$10k),COLLINS FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,COLLINS FOR CONGRESS
6100.0,4,1525.0,4,Small (<$10k),Steve Weir for CT,Unmarked,OTHER_UNKNOWN,,Steve Weir for CT
6100.0,19,321.0,19,Small (<$10k),CYNDI OTTESON FOR CITY COUNCIL 2020,Unmarked,OTHER_UNKNOWN,,CYNDI OTTESON FOR CITY COUNCIL 2020
6000.0,1,6000.0,1,Small (<$10k),ADDABBO FOR SENATE,Unmarked,OTHER_UNKNOWN,,ADDABBO FOR SENATE
6000.0,3,2000.0,3,Small (<$10k),JAMES MACKLER FOR US SENATE,Unmarked,OTHER_UNKNOWN,,JAMES MACKLER FOR US SENATE
6000.0,1,6000.0,1,Small (<$10k),AMERICAN VALOR PAC,Unmarked,OTHER_UNKNOWN,,AMERICAN VALOR PAC
6000.0,3,2000.0,3,Small (<$10k),Florida Republican Senatorial Campaign Committee,Unmarked,OTHER_UNKNOWN,,Florida Republican Senatorial Campaign Committee
6000.0,1,6000.0,1,Small (<$10k),ERIC COATS,Unmarked,OTHER_UNKNOWN,,ERIC COATS
6000.0,1,6000.0,1,Small (<$10k),JENNIFER WEBB CAMPAIGN,Unmarked,OTHER_UNKNOWN,,JENNIFER WEBB CAMPAIGN
6000.0,1,6000.0,1,Small (<$10k),COMMITTEE TO ELECT HELEN PROBST MILLS,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT HELEN PROBST MILLS
6000.0,7,857.0,7,Small (<$10k),AUSTIN FOR MONTANA,Unmarked,OTHER_UNKNOWN,,AUSTIN FOR MONTANA
6000.0,1,6000.0,1,Small (<$10k),"LGBT (LESBIAN, GAY, BISEXUAL & TRANSGENDER) CAUCUS LEADERSHIP FUND",Unmarked,OTHER_UNKNOWN,,"LGBT (LESBIAN, GAY, BISEXUAL & TRANSGENDER) CAUCUS LEADERSHIP FUND"
6000.0,2,3000.0,2,Small (<$10k),VAUS FOR SUPERVISOR 2020,Unmarked,OTHER_UNKNOWN,,VAUS FOR SUPERVISOR 2020
6000.0,1,6000.0,1,Small (<$10k),KANSAS VALUES INSTITUTE,Unmarked,OTHER_UNKNOWN,,KANSAS VALUES INSTITUTE
6000.0,4,1500.0,4,Small (<$10k),KURT SCHRADER FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,KURT SCHRADER FOR CONGRESS
6000.0,4,1500.0,4,Small (<$10k),DEMOCRATIC ACTION,Unmarked,OTHER_UNKNOWN,,DEMOCRATIC ACTION
6000.0,2,3000.0,2,Small (<$10k),MCDONALD FOR ASSEMBLY,Unmarked,OTHER_UNKNOWN,,MCDONALD FOR ASSEMBLY
6000.0,3,2000.0,3,Small (<$10k),SCOTT FRANKLIN FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,SCOTT FRANKLIN FOR CONGRESS
6000.0,1,6000.0,1,Small (<$10k),ALLEN WELLONS,Unmarked,OTHER_UNKNOWN,,ALLEN WELLONS
6000.0,13,462.0,13,Small (<$10k),KATHY LEWIS,Unmarked,OTHER_UNKNOWN,,KATHY LEWIS
6000.0,1,6000.0,1,Small (<$10k),PROTECTING OHIO ACTION FUND,Unmarked,OTHER_UNKNOWN,,PROTECTING OHIO ACTION FUND
6000.0,31,194.0,31,Small (<$10k),LYNCH FOR COLORADO,Unmarked,OTHER_UNKNOWN,,LYNCH FOR COLORADO
6000.0,2,3000.0,2,Small (<$10k),BACA FOR SENATE NM,Unmarked,OTHER_UNKNOWN,,BACA FOR SENATE NM
6000.0,1,6000.0,1,Small (<$10k),GRETCHEN DRISKELL FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,GRETCHEN DRISKELL FOR CONGRESS
6000.0,8,750.0,8,Small (<$10k),Dealconomy BV,Unmarked,OTHER_UNKNOWN,,Dealconomy BV
6000.0,30,200.0,30,Small (<$10k),CITIZENS FOR BRIDGET WALSH MOORE,Unmarked,OTHER_UNKNOWN,,CITIZENS FOR BRIDGET WALSH MOORE
5900.0,7,843.0,7,Small (<$10k),DAVID YOUNG FOR JUDGE COMMITTEE,Unmarked,OTHER_UNKNOWN,,DAVID YOUNG FOR JUDGE COMMITTEE
5900.0,5,1180.0,5,Small (<$10k),JOE MCKEOWN FOR COUNTY COUNCIL,Unmarked,OTHER_UNKNOWN,,JOE MCKEOWN FOR COUNTY COUNCIL
5900.0,9,656.0,9,Small (<$10k),FRIENDS OF CHRIS GORSEK,Unmarked,OTHER_UNKNOWN,,FRIENDS OF CHRIS GORSEK
5900.0,9,656.0,9,Small (<$10k),ALEX FOR AZ,Unmarked,OTHER_UNKNOWN,,ALEX FOR AZ
5900.0,19,311.0,19,Small (<$10k),MICHAEL MARCANTONIO FOR NEW YORK,Unmarked,OTHER_UNKNOWN,,MICHAEL MARCANTONIO FOR NEW YORK
5900.0,13,454.0,13,Small (<$10k),JOEL FOR WISCONSIN,Unmarked,OTHER_UNKNOWN,,JOEL FOR WISCONSIN
5900.0,8,738.0,8,Small (<$10k),NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL,Unmarked,OTHER_UNKNOWN,,NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL
5900.0,44,134.0,44,Small (<$10k),"DATA GENOMIX, INC.",Unmarked,OTHER_UNKNOWN,,"DATA GENOMIX, INC."
5900.0,44,134.0,44,Small (<$10k),BEN SCHWANKE,Unmarked,OTHER_UNKNOWN,,BEN SCHWANKE
5900.0,6,983.0,6,Small (<$10k),ARLINGTON COUNTY DEMOCRATIC COMMITTEE,Unmarked,OTHER_UNKNOWN,,ARLINGTON COUNTY DEMOCRATIC COMMITTEE
5900.0,23,257.0,23,Small (<$10k),ANITA FOR ARIZONA,Unmarked,OTHER_UNKNOWN,,ANITA FOR ARIZONA
5800.0,5,1160.0,5,Small (<$10k),LORI MIZGORSKI,Unmarked,OTHER_UNKNOWN,,LORI MIZGORSKI
5800.0,58,100.0,58,Small (<$10k),SAMUEL N OLIVARES-BONILLA,Unmarked,OTHER_UNKNOWN,,SAMUEL N OLIVARES-BONILLA
5800.0,12,483.0,12,Small (<$10k),"PEACH STATE VALUES, INC.",Unmarked,OTHER_UNKNOWN,,"PEACH STATE VALUES, INC."
5800.0,51,114.0,51,Small (<$10k),ALEXANDRA OWENSBY FOR THE PEOPLE,Unmarked,OTHER_UNKNOWN,,ALEXANDRA OWENSBY FOR THE PEOPLE
5800.0,20,290.0,20,Small (<$10k),CHAZ BEASLEY FOR NC,Unmarked,OTHER_UNKNOWN,,CHAZ BEASLEY FOR NC
5800.0,10,580.0,10,Small (<$10k),JEFF HAYDEN FOR SENATE,Unmarked,OTHER_UNKNOWN,,JEFF HAYDEN FOR SENATE
5800.0,2,2900.0,2,Small (<$10k),COMMITTEE TO ELECT WALTER T. MOSLEY,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT WALTER T. MOSLEY
5800.0,50,116.0,50,Small (<$10k),FRIENDS OF CAROL BLOOD,Unmarked,OTHER_UNKNOWN,,FRIENDS OF CAROL BLOOD
5800.0,47,123.0,47,Small (<$10k),"MANHATTAN INSTITUTE FOR POLICY RESEARCH, INC.",Unmarked,OTHER_UNKNOWN,,"MANHATTAN INSTITUTE FOR POLICY RESEARCH, INC."
5800.0,13,446.0,13,Small (<$10k),MIKE GALLAGHER FOR WISCONSIN,Unmarked,OTHER_UNKNOWN,,MIKE GALLAGHER FOR WISCONSIN
5800.0,2,2900.0,2,Small (<$10k),NOLAN 2020,Unmarked,OTHER_UNKNOWN,,NOLAN 2020
5800.0,35,166.0,35,Small (<$10k),ALASKANS FOR KEVIN MCKINLEY,Unmarked,OTHER_UNKNOWN,,ALASKANS FOR KEVIN MCKINLEY
5700.0,6,950.0,6,Small (<$10k),BURRELL FOR ARKANSAS,Unmarked,OTHER_UNKNOWN,,BURRELL FOR ARKANSAS
5700.0,9,633.0,9,Small (<$10k),PIERCE BUSH FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,PIERCE BUSH FOR CONGRESS
5700.0,48,119.0,48,Small (<$10k),MACCO FOR WISCONSIN,Unmarked,OTHER_UNKNOWN,,MACCO FOR WISCONSIN
5700.0,3,1900.0,3,Small (<$10k),"EFSTRATION FOR HOUSE, INC.",Unmarked,OTHER_UNKNOWN,,"EFSTRATION FOR HOUSE, INC."
